75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
244.91
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
146.33
75
75
75
145.57
149.68
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
190.27
191.92
75
75
75
75
75
75
75
75
75
154.74
230.14
205.31
75
75
75
75
75
75
75
75
75
75
75
298.03
248.31
292.06
253.18
75
75
75
75
75
75
75
75
75
75
75
161.8
175.19
223.3
185.25
234.95
75
75
154.19
75
75
75
75
75
75
75
75
75
75
75
75
75
75
169
194.03
203.65
171.01
75
75
75
75
75
75
75
75
208.14
210.8
75
75
75
75
75
75
168.14
75
75
215.21
288.91
294.87
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
256.95
226.23
309.26
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
175.18
260.91
243.27
75
75
75
75
75
75
163.13
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
237.93
274.14
233.83
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
229.68
245.67
264.67
75
75
75
75
75
75
75
75
75
75
75
154.82
75
187.52
187.67
146.75
194.56
159.88
155.5
181.65
191.37
177.86
242.04
238.37
224.07
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
202.3
196.96
182.59
162.06
75
75
75
154.48
242.11
263.01
183.88
75
75
75
75
75
75
75
75
75
75
75
170.12
191.4
198.76
194.35
163.26
156.12
75
75
75
75
75
75
75
75
75
75
75
75
177.22
186.27
247.8
212.79
75
75
75
75
75
75
75
75
75
219.37
249.88
278.6
75
75
75
75
75
75
75
75
75
75
153.38
258.81
270.26
262.7
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
164.33
152.74
192.09
168.69
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
165.6
197.7
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
